free_flow_speed_kmh,weekend,time_period,travel_time_category,speed_kmh,rush_hours,hour,congestion_level,travel_time_per_10_km_min
60.1,1,late night,moderate,54.2,0,3,11.0,11.0
63.5,1,late night,moderate,58.8,0,4,7.9,10.1
63.5,1,late night,moderate,57.8,0,5,9.9,10.3
60.8,1,morning,moderate,54.9,0,6,10.7,10.9
58.5,1,morning,moderate,50.7,1,7,15.2,11.8
55.9,1,morning,moderate,47.1,1,8,18.5,12.7
54.2,1,morning,moderate,44.2,1,9,22.7,13.5
53.1,1,morning,moderate,40.3,1,10,31.9,14.8
52.2,1,morning,heavy,38.1,1,11,37.1,15.7
51.3,1,afternoon,heavy,36.0,1,12,42.1,16.6
51.5,1,afternoon,heavy,36.3,1,13,41.8,16.5
51.5,1,afternoon,heavy,35.5,1,14,45.1,16.8
52.1,1,afternoon,heavy,35.5,1,15,46.6,16.8
53.0,1,afternoon,heavy,36.5,1,16,45.1,16.4
53.1,1,evening,heavy,36.5,1,17,45.5,16.4
53.4,1,evening,moderate,39.9,1,18,33.8,15.0
53.1,1,evening,moderate,42.1,1,19,26.0,14.2
54.2,1,evening,moderate,44.5,0,20,21.8,13.4
55.4,1,night,moderate,46.8,0,21,18.5,12.8
56.6,1,night,moderate,48.5,0,22,16.6,12.3
57.2,1,night,moderate,49.7,0,23,15.0,12.0
57.5,1,late night,moderate,51.8,0,0,10.8,11.5
55.7,1,late night,moderate,51.2,0,1,8.9,11.7
56.4,1,late night,moderate,52.0,0,2,8.5,11.5
58.2,1,late night,moderate,54.3,0,3,7.0,11.0
60.7,1,late night,moderate,56.7,0,4,6.9,10.5
61.3,1,late night,moderate,57.5,0,5,6.7,10.4
58.9,1,morning,moderate,55.7,0,6,5.8,10.7
57.5,1,morning,moderate,52.4,1,7,9.6,11.4
56.0,1,morning,moderate,50.0,1,8,11.9,11.9
56.1,1,morning,moderate,49.2,1,9,14.0,12.1
55.9,1,morning,moderate,47.8,1,10,16.8,12.5
55.2,1,morning,moderate,45.8,1,11,20.4,13.0
54.3,1,afternoon,moderate,43.5,1,12,25.0,13.7
53.9,1,afternoon,moderate,42.6,1,13,26.4,14.0
52.8,1,afternoon,moderate,39.9,1,14,32.3,15.0
53.4,1,afternoon,moderate,42.4,1,15,25.9,14.1
54.5,1,afternoon,moderate,44.8,1,16,21.5,13.3
55.2,1,evening,moderate,45.4,1,17,21.4,13.1
54.3,1,evening,moderate,45.2,1,18,20.1,13.2
54.3,1,evening,moderate,42.8,1,19,26.8,14.0
55.3,1,evening,moderate,46.3,0,20,19.2,12.9
57.5,1,night,moderate,50.5,0,21,13.8,11.8
58.2,1,night,moderate,52.6,0,22,10.6,11.4
58.2,1,night,moderate,53.4,0,23,8.9,11.2
58.6,0,late night,moderate,54.4,0,0,7.7,11.0
59.6,0,late night,moderate,54.9,0,1,8.4,10.9
59.9,0,late night,moderate,56.1,0,2,6.8,10.6
62.4,0,late night,moderate,59.1,0,3,5.7,10.1
65.1,0,late night,moderate,62.9,0,4,3.5,9.5
64.1,0,late night,moderate,60.6,0,5,5.7,9.8
58.4,0,morning,moderate,53.2,0,6,9.7,11.2
54.1,0,morning,moderate,46.1,1,7,17.4,13.0
52.4,0,morning,moderate,43.4,1,8,20.6,13.7
52.9,0,morning,moderate,42.7,1,9,23.9,14.0
51.5,0,morning,heavy,38.3,1,10,34.2,15.6
50.7,0,morning,heavy,37.6,1,11,34.8,15.9
50.4,0,afternoon,heavy,38.5,1,12,30.7,15.5
50.9,0,afternoon,moderate,40.1,1,13,26.9,14.9
50.1,0,afternoon,heavy,38.9,1,14,28.8,15.4
50.0,0,afternoon,heavy,38.6,1,15,29.4,15.5
49.5,0,afternoon,heavy,38.5,1,16,28.5,15.5
49.8,0,evening,heavy,38.9,1,17,27.8,15.3
50.2,0,evening,moderate,40.7,1,18,23.4,14.7
50.1,0,evening,moderate,41.4,1,19,20.9,14.4
51.4,0,evening,moderate,42.9,0,20,19.7,13.9
53.3,0,night,moderate,46.1,0,21,15.4,12.9
55.9,0,night,moderate,50.2,0,22,11.2,11.9
57.0,0,night,moderate,51.9,0,23,9.8,11.5
57.2,0,late night,moderate,50.8,0,0,12.5,11.7
59.2,0,late night,moderate,54.5,0,1,8.6,11.0
60.4,0,late night,moderate,56.1,0,2,7.5,10.6
62.9,0,late night,moderate,60.2,0,3,4.4,9.9
64.4,0,late night,moderate,61.8,0,4,4.2,9.7
63.4,0,late night,moderate,59.6,0,5,6.3,10.0
58.8,0,morning,moderate,52.9,0,6,11.0,11.3
53.8,0,morning,moderate,44.9,1,7,19.9,13.3
52.8,0,morning,moderate,43.1,1,8,22.5,13.9
53.2,0,morning,moderate,43.1,1,9,23.2,13.9
52.2,0,morning,moderate,40.7,1,10,28.3,14.7
51.7,0,morning,moderate,40.3,1,11,28.3,14.8
51.3,0,afternoon,moderate,40.4,1,12,27.0,14.8
51.2,0,afternoon,heavy,38.5,1,13,33.0,15.5
49.8,0,afternoon,heavy,35.7,1,14,39.6,16.8
49.1,0,afternoon,heavy,33.8,1,15,45.1,17.7
48.9,0,afternoon,heavy,32.5,1,16,50.3,18.4
49.0,0,evening,heavy,32.5,1,17,50.8,18.4
50.5,0,evening,heavy,36.2,1,18,39.1,16.5
50.8,0,evening,moderate,39.8,1,19,27.5,15.0
51.8,0,evening,moderate,42.9,0,20,20.9,13.9
53.2,0,night,moderate,45.7,0,21,16.3,13.1
54.4,0,night,moderate,48.2,0,22,12.9,12.4
55.5,0,night,moderate,50.4,0,23,10.1,11.8
56.3,0,late night,moderate,51.8,0,0,8.8,11.5
57.7,0,late night,moderate,53.0,0,1,8.9,11.3
59.9,0,late night,moderate,55.9,0,2,7.2,10.7
62.2,0,late night,moderate,58.8,0,3,5.8,10.2
64.1,0,late night,moderate,61.5,0,4,4.2,9.7
63.2,0,late night,moderate,59.8,0,5,5.7,10.0
58.4,0,morning,moderate,53.2,0,6,9.7,11.2
54.1,0,morning,moderate,45.8,1,7,18.2,13.0
53.1,0,morning,moderate,43.8,1,8,21.2,13.6
52.3,0,morning,moderate,40.9,1,9,27.7,14.6
52.4,0,morning,moderate,40.1,1,10,30.7,14.9
52.1,0,morning,heavy,39.2,1,11,32.8,15.2
51.4,0,afternoon,heavy,37.9,1,12,35.4,15.7
49.7,0,afternoon,heavy,33.9,1,13,46.8,17.6
49.4,0,afternoon,heavy,33.0,1,14,49.7,18.1
48.8,0,afternoon,heavy,31.8,1,15,53.6,18.8
48.6,0,afternoon,heavy,29.9,1,16,62.0,20.0
49.0,0,evening,heavy,30.9,1,17,58.3,19.3
50.8,0,evening,heavy,36.3,1,18,39.9,16.5
51.8,0,evening,moderate,40.2,1,19,28.8,14.9
52.3,0,evening,moderate,43.2,0,20,21.0,13.8
53.3,0,night,moderate,45.8,0,21,16.3,13.0
55.2,0,night,moderate,48.1,0,22,14.6,12.4
56.3,0,night,moderate,51.2,0,23,10.0,11.7
57.8,0,late night,moderate,53.1,0,0,8.7,11.2
58.1,0,late night,moderate,53.0,0,1,9.6,11.3
59.1,0,late night,moderate,54.4,0,2,8.5,11.0
62.6,0,late night,moderate,58.3,0,3,7.3,10.2
64.9,0,late night,moderate,62.9,0,4,3.1,9.5
63.5,0,late night,moderate,60.4,0,5,5.2,9.9
59.0,0,morning,moderate,53.6,0,6,10.0,11.1
55.2,0,morning,moderate,46.9,1,7,17.6,12.7
53.3,0,morning,moderate,43.9,1,8,21.3,13.6
52.7,0,morning,moderate,41.0,1,9,28.6,14.6
52.9,0,morning,moderate,41.0,1,10,29.0,14.6
52.3,0,morning,moderate,41.1,1,11,27.1,14.5
51.9,0,afternoon,heavy,37.5,1,12,38.3,15.9
50.1,0,afternoon,heavy,33.3,1,13,50.4,18.0
49.4,0,afternoon,heavy,32.3,1,14,52.7,18.5
49.3,0,afternoon,heavy,32.7,1,15,50.6,18.3
49.5,0,afternoon,heavy,32.5,1,16,52.1,18.4
48.6,0,evening,heavy,30.4,1,17,60.0,19.7
50.4,0,evening,heavy,34.2,1,18,47.3,17.5
52.0,0,evening,heavy,37.7,1,19,38.0,15.9
54.0,0,evening,moderate,40.3,0,20,33.8,14.8
53.7,0,night,moderate,45.1,0,21,19.0,13.2
54.8,0,night,moderate,48.2,0,22,13.6,12.4
56.7,0,night,moderate,50.6,0,23,12.0,11.8
59.3,0,late night,moderate,54.1,0,0,9.5,11.0
59.5,0,late night,moderate,54.7,0,1,8.9,10.9
61.6,0,late night,moderate,58.1,0,2,6.1,10.3
63.2,0,late night,moderate,59.9,0,3,5.4,10.0
65.2,0,late night,moderate,62.3,0,4,4.5,9.6
63.6,0,late night,moderate,60.8,0,5,4.5,9.8
58.9,0,morning,moderate,54.6,0,6,7.8,10.9
55.9,0,morning,moderate,48.8,1,7,14.5,12.2
53.6,0,morning,moderate,45.3,1,8,18.4,13.2
53.2,0,morning,moderate,43.4,1,9,22.6,13.8
52.8,0,morning,moderate,41.9,1,10,26.1,14.3
52.2,0,morning,moderate,39.9,1,11,30.8,15.0
50.9,0,afternoon,heavy,37.8,1,12,34.4,15.8
50.7,0,afternoon,heavy,36.9,1,13,37.4,16.2
50.0,0,afternoon,heavy,34.6,1,14,44.3,17.2
49.3,0,afternoon,heavy,32.4,1,15,52.0,18.4
50.0,0,afternoon,heavy,33.5,1,16,49.1,17.8
50.3,0,evening,heavy,35.6,1,17,41.4,16.8
51.3,0,evening,heavy,39.3,1,18,30.3,15.2
51.8,0,evening,moderate,41.6,1,19,24.2,14.3
52.4,0,evening,moderate,43.0,0,20,21.7,13.9
53.1,0,night,moderate,44.7,0,21,18.9,13.4
54.8,0,night,moderate,47.9,0,22,14.5,12.5
55.6,0,night,moderate,49.9,0,23,11.3,12.0
55.8,1,late night,moderate,51.0,0,0,9.3,11.7
56.5,1,late night,moderate,52.1,0,1,8.3,11.5
55.8,1,late night,moderate,51.9,0,2,7.3,11.5
59.3,1,late night,moderate,55.7,0,3,6.4,10.7
61.7,1,late night,moderate,57.8,0,4,6.6,10.3
62.6,1,late night,moderate,59.6,0,5,4.9,10.0
59.3,1,morning,moderate,55.8,0,6,6.1,10.7
58.4,1,morning,moderate,52.8,1,7,10.5,11.3
57.0,1,morning,moderate,49.7,1,8,14.7,12.0
55.4,1,morning,moderate,46.5,1,9,19.1,12.8
54.0,1,morning,moderate,42.3,1,10,27.4,14.1
51.8,1,morning,heavy,35.4,1,11,46.1,16.9
51.5,1,afternoon,heavy,35.1,1,12,46.7,17.0
52.0,1,afternoon,heavy,36.9,1,13,41.1,16.2
51.9,1,afternoon,heavy,37.8,1,14,37.3,15.8
52.6,1,afternoon,heavy,38.5,1,15,36.3,15.5
52.8,1,afternoon,moderate,40.1,1,16,31.5,14.9
52.9,1,evening,moderate,40.6,1,17,30.2,14.7
53.0,1,evening,moderate,40.6,1,18,30.5,14.7
53.5,1,evening,moderate,41.5,1,19,28.9,14.4
54.6,1,evening,moderate,43.4,0,20,25.6,13.7
55.3,1,night,moderate,46.6,0,21,18.6,12.8
56.9,1,night,moderate,49.4,0,22,15.2,12.1
56.5,1,night,moderate,50.3,0,23,12.4,11.9
55.7,1,late night,moderate,50.6,0,0,10.1,11.8
55.6,1,late night,moderate,51.2,0,1,8.4,11.6
55.4,1,late night,moderate,51.2,0,2,8.0,11.6
56.6,1,late night,moderate,52.7,0,3,7.3,11.3
59.8,1,late night,moderate,55.6,0,4,7.5,10.7
61.2,1,late night,moderate,57.6,0,5,6.2,10.4
57.6,1,morning,moderate,55.0,0,6,4.6,10.8
56.8,1,morning,moderate,52.4,1,7,8.3,11.4
56.1,1,morning,moderate,50.6,1,8,10.7,11.8
56.2,1,morning,moderate,49.4,1,9,13.6,12.1
56.6,1,morning,moderate,49.0,1,10,15.5,12.2
56.5,1,morning,moderate,47.2,1,11,19.7,12.7
54.9,1,afternoon,moderate,41.9,1,12,30.8,14.2
50.8,1,afternoon,heavy,31.4,1,13,61.9,19.0
52.0,1,afternoon,heavy,34.4,1,14,50.9,17.4
55.1,1,afternoon,moderate,42.4,1,15,29.8,14.1
56.6,1,afternoon,moderate,47.1,1,16,20.1,12.7
58.2,1,evening,moderate,47.5,1,17,22.4,12.6
58.0,1,evening,moderate,46.3,1,18,25.2,12.9
57.1,1,evening,moderate,43.0,1,19,32.7,13.9
57.6,1,evening,moderate,40.7,0,20,41.4,14.7
58.9,1,night,moderate,43.7,0,21,34.7,13.7
63.5,1,night,moderate,49.9,0,22,27.1,12.0
64.8,1,night,moderate,55.7,0,23,16.1,10.7
63.5,0,late night,moderate,58.9,0,0,7.7,10.1
62.8,0,late night,moderate,59.2,0,1,5.9,10.1
63.7,0,late night,moderate,60.5,0,2,5.3,9.9
65.1,0,late night,moderate,62.7,0,3,3.8,9.5
66.0,0,late night,moderate,64.3,0,4,2.6,9.3
63.7,0,late night,moderate,59.5,0,5,7.1,10.0
55.9,0,morning,moderate,44.1,0,6,26.8,13.6
48.8,0,morning,heavy,34.9,1,7,39.8,17.1
50.6,0,morning,heavy,39.4,1,8,28.3,15.2
53.7,0,morning,moderate,43.8,1,9,22.4,13.6
53.9,0,morning,moderate,43.4,1,10,24.2,13.8
52.6,0,morning,moderate,40.5,1,11,29.9,14.8
52.0,0,afternoon,heavy,39.5,1,12,31.5,15.1
51.1,0,afternoon,heavy,36.6,1,13,39.6,16.3
49.0,0,afternoon,heavy,34.1,1,14,43.6,17.5
48.8,0,afternoon,heavy,33.0,1,15,47.8,18.1
48.5,0,afternoon,heavy,31.9,1,16,51.8,18.7
48.7,0,evening,heavy,32.5,1,17,49.5,18.4
50.5,0,evening,heavy,36.6,1,18,37.8,16.3
51.1,0,evening,moderate,40.1,1,19,27.5,14.9
52.7,0,evening,moderate,44.4,0,20,18.6,13.4
53.9,0,night,moderate,47.2,0,21,14.2,12.7
56.8,0,night,moderate,51.2,0,22,10.8,11.7
58.7,0,night,moderate,53.4,0,23,9.8,11.2
59.3,0,late night,moderate,54.6,0,0,8.6,10.9
61.2,0,late night,moderate,57.2,0,1,6.9,10.4
61.9,0,late night,moderate,58.1,0,2,6.5,10.3
63.1,0,late night,moderate,60.5,0,3,4.3,9.9
64.2,0,late night,moderate,61.7,0,4,4.0,9.7
62.9,0,late night,moderate,58.2,0,5,8.0,10.3
54.7,0,morning,moderate,42.6,0,6,28.1,14.0
48.4,0,morning,heavy,33.6,1,7,43.8,17.8
50.1,0,morning,heavy,37.4,1,8,33.9,16.0
52.8,0,morning,moderate,41.2,1,9,28.2,14.5
52.2,0,morning,moderate,41.4,1,10,26.0,14.4
50.8,0,morning,moderate,40.2,1,11,26.5,14.9
49.9,0,afternoon,heavy,39.1,1,12,27.5,15.3
50.1,0,afternoon,heavy,38.9,1,13,28.7,15.4
47.9,0,afternoon,heavy,33.4,1,14,43.5,17.9
47.1,0,afternoon,heavy,30.5,1,15,54.5,19.6
47.5,0,afternoon,heavy,32.6,1,16,45.6,18.3
48.5,0,evening,heavy,34.4,1,17,40.8,17.4
49.8,0,evening,heavy,37.5,1,18,32.6,15.9
50.6,0,evening,moderate,41.3,1,19,22.4,14.5
51.2,0,evening,moderate,42.4,0,20,20.6,14.1
52.8,0,night,moderate,45.6,0,21,15.7,13.1
53.7,0,night,moderate,47.6,0,22,12.9,12.6
56.1,0,night,moderate,50.4,0,23,11.2,11.8
57.5,0,late night,moderate,51.6,0,0,11.4,11.6
57.3,0,late night,moderate,52.4,0,1,9.3,11.4
60.7,0,late night,moderate,56.6,0,2,7.1,10.5
62.1,0,late night,moderate,58.7,0,3,5.7,10.2
62.9,0,late night,moderate,60.0,0,4,4.8,9.9
62.5,0,late night,moderate,58.2,0,5,7.3,10.3
53.9,0,morning,moderate,40.9,0,6,31.5,14.6
47.5,0,morning,heavy,31.4,1,7,51.2,19.0
49.0,0,morning,heavy,33.8,1,8,44.8,17.7
51.7,0,morning,heavy,38.6,1,9,33.8,15.5
51.9,0,morning,moderate,39.8,1,10,30.2,15.0
50.5,0,morning,heavy,39.2,1,11,28.8,15.2
49.8,0,afternoon,heavy,38.2,1,12,30.2,15.6
49.8,0,afternoon,heavy,36.9,1,13,34.8,16.2
47.4,0,afternoon,heavy,31.8,1,14,48.7,18.8
46.8,0,afternoon,heavy,29.7,1,15,57.4,20.1
47.5,0,afternoon,heavy,31.7,1,16,49.8,18.9
48.0,0,evening,heavy,32.0,1,17,50.0,18.7
48.7,0,evening,heavy,33.9,1,18,43.8,17.6
49.8,0,evening,heavy,38.1,1,19,30.6,15.7
50.6,0,evening,moderate,41.2,0,20,22.7,14.5
52.2,0,night,moderate,44.5,0,21,17.3,13.4
54.0,0,night,moderate,47.8,0,22,13.0,12.5
56.0,0,night,moderate,50.7,0,23,10.4,11.8
58.7,0,late night,moderate,53.8,0,0,9.2,11.1
58.5,0,late night,moderate,53.4,0,1,9.5,11.2
59.7,0,late night,moderate,55.4,0,2,7.7,10.8
63.3,0,late night,moderate,60.0,0,3,5.6,9.9
64.3,0,late night,moderate,62.0,0,4,3.5,9.6
62.8,0,late night,moderate,58.9,0,5,6.7,10.1
54.6,0,morning,moderate,42.1,0,6,29.7,14.2
47.9,0,morning,heavy,31.8,1,7,50.7,18.8
49.3,0,morning,heavy,35.5,1,8,38.8,16.8
51.8,0,morning,heavy,39.7,1,9,30.4,15.1
52.0,0,morning,moderate,40.5,1,10,28.2,14.7
51.0,0,morning,heavy,39.4,1,11,29.2,15.1
49.8,0,afternoon,heavy,38.5,1,12,29.5,15.5
49.9,0,afternoon,heavy,38.1,1,13,31.0,15.7
47.4,0,afternoon,heavy,32.1,1,14,47.8,18.6
46.2,0,afternoon,heavy,28.8,1,15,60.6,20.8
47.1,0,afternoon,heavy,29.1,1,16,62.1,20.6
47.5,0,evening,heavy,29.2,1,17,62.2,20.4
49.0,0,evening,heavy,33.1,1,18,48.0,18.1
50.4,0,evening,heavy,38.1,1,19,32.1,15.7
51.6,0,evening,moderate,41.9,0,20,23.0,14.3
52.8,0,night,moderate,44.7,0,21,18.2,13.4
53.2,0,night,moderate,46.1,0,22,15.4,13.0
56.2,0,night,moderate,49.2,0,23,14.2,12.1
58.3,0,late night,moderate,52.1,0,0,11.7,11.5
59.2,0,late night,moderate,54.4,0,1,8.9,11.0
62.0,0,late night,moderate,57.6,0,2,7.6,10.4
63.7,0,late night,moderate,60.6,0,3,5.2,9.8
64.7,0,late night,moderate,62.2,0,4,4.0,9.6
63.0,0,late night,moderate,59.2,0,5,6.3,10.1
55.4,0,morning,moderate,45.8,0,6,20.9,13.0
48.2,0,morning,heavy,36.0,1,7,33.8,16.6
49.7,0,morning,heavy,37.7,1,8,31.7,15.8
51.9,0,morning,moderate,41.2,1,9,25.8,14.5
52.4,0,morning,moderate,40.9,1,10,28.0,14.6
51.9,0,morning,moderate,39.9,1,11,30.1,15.0
50.7,0,afternoon,heavy,37.8,1,12,34.0,15.8
50.3,0,afternoon,heavy,36.2,1,13,38.8,16.5
47.2,0,afternoon,heavy,29.4,1,14,60.1,20.3
46.5,0,afternoon,heavy,27.9,1,15,66.7,21.4
46.8,0,afternoon,heavy,27.9,1,16,67.3,21.4
48.0,0,evening,heavy,29.8,1,17,60.8,20.0
49.3,0,evening,heavy,34.0,1,18,45.0,17.6
50.4,0,evening,heavy,37.9,1,19,32.8,15.8
51.4,0,evening,moderate,40.7,0,20,26.0,14.7
52.3,0,night,moderate,43.3,0,21,20.8,13.8
53.3,0,night,moderate,45.7,0,22,16.7,13.1
54.2,0,night,moderate,48.0,0,23,12.8,12.4
55.5,1,late night,moderate,50.3,0,0,10.2,11.9
56.0,1,late night,moderate,51.5,0,1,8.7,11.6
56.0,1,late night,moderate,50.6,0,2,10.6,11.8
57.5,1,late night,moderate,52.3,0,3,9.9,11.4
61.1,1,late night,moderate,55.6,0,4,10.0,10.7
61.6,1,late night,moderate,57.3,0,5,7.4,10.4
59.8,1,morning,moderate,55.7,0,6,7.4,10.7
58.2,1,morning,moderate,51.2,1,7,13.5,11.7
55.3,1,morning,moderate,46.9,1,8,17.7,12.7
53.9,1,morning,moderate,44.1,1,9,21.9,13.5
53.5,1,morning,moderate,41.8,1,10,27.7,14.3
51.8,1,morning,heavy,37.8,1,11,37.0,15.8
49.9,1,afternoon,heavy,32.5,1,12,53.3,18.4
51.2,1,afternoon,heavy,35.0,1,13,46.1,17.1
52.0,1,afternoon,heavy,38.4,1,14,35.4,15.6
51.3,1,afternoon,heavy,35.3,1,15,45.0,16.9
52.9,1,afternoon,heavy,38.5,1,16,37.2,15.5
53.2,1,evening,moderate,41.5,1,17,28.1,14.4
53.4,1,evening,moderate,42.5,1,18,25.5,14.0
52.7,1,evening,moderate,42.4,1,19,24.3,14.1
52.5,1,evening,heavy,39.4,0,20,33.4,15.2
54.8,1,night,moderate,45.8,0,21,19.6,13.0
56.3,1,night,moderate,49.0,0,22,14.8,12.2
56.9,1,night,moderate,50.4,0,23,12.7,11.8
57.7,1,late night,moderate,52.5,0,0,9.8,11.4
57.6,1,late night,moderate,53.1,0,1,8.4,11.2
57.4,1,late night,moderate,53.4,0,2,7.4,11.2
58.7,1,late night,moderate,54.7,0,3,7.3,10.9
61.9,1,late night,moderate,57.6,0,4,7.5,10.4
61.9,1,late night,moderate,59.0,0,5,4.9,10.1
59.0,1,morning,moderate,56.2,0,6,4.8,10.6
59.1,1,morning,moderate,54.6,1,7,8.0,10.9
56.6,1,morning,moderate,50.4,1,8,12.2,11.8
55.5,1,morning,moderate,48.0,1,9,15.5,12.4
54.5,1,morning,moderate,45.1,1,10,20.7,13.2
53.3,1,morning,moderate,41.3,1,11,28.9,14.5
52.5,1,afternoon,heavy,38.9,1,12,34.8,15.4
51.9,1,afternoon,heavy,37.3,1,13,39.1,16.0
51.9,1,afternoon,heavy,35.9,1,14,44.3,16.6
52.4,1,afternoon,heavy,36.7,1,15,42.8,16.3
53.4,1,afternoon,heavy,38.8,1,16,37.7,15.4
53.6,1,evening,moderate,39.8,1,17,34.5,15.0
54.1,1,evening,moderate,40.5,1,18,33.6,14.7
54.6,1,evening,moderate,40.8,1,19,33.9,14.7
55.9,1,evening,moderate,40.7,0,20,37.1,14.7
57.7,1,night,moderate,46.3,0,21,24.5,12.9
59.2,1,night,moderate,53.1,0,22,11.3,11.2
60.6,1,night,moderate,55.6,0,23,9.0,10.7
61.9,0,late night,moderate,57.0,0,0,8.7,10.5
61.5,0,late night,moderate,57.2,0,1,7.5,10.4
61.2,0,late night,moderate,57.3,0,2,6.7,10.4
63.4,0,late night,moderate,60.4,0,3,4.8,9.9
64.8,0,late night,moderate,62.4,0,4,3.8,9.6
62.9,0,late night,moderate,58.5,0,5,7.5,10.2
53.7,0,morning,moderate,40.8,0,6,31.5,14.6
46.7,0,morning,heavy,30.8,1,7,51.6,19.4
49.0,0,morning,heavy,34.0,1,8,43.8,17.6
52.2,0,morning,heavy,39.4,1,9,32.2,15.1
52.2,0,morning,moderate,40.1,1,10,30.0,14.9
51.2,0,morning,moderate,39.7,1,11,28.8,15.0
50.3,0,afternoon,heavy,38.7,1,12,29.9,15.5
49.9,0,afternoon,heavy,38.7,1,13,29.1,15.4
47.5,0,afternoon,heavy,32.7,1,14,45.1,18.3
47.1,0,afternoon,heavy,31.2,1,15,50.6,19.1
47.3,0,afternoon,heavy,31.2,1,16,51.7,19.2
47.5,0,evening,heavy,31.6,1,17,50.3,18.9
48.8,0,evening,heavy,33.4,1,18,46.0,17.9
50.2,0,evening,moderate,39.8,1,19,25.9,15.0
50.9,0,evening,moderate,41.9,0,20,21.4,14.3
52.7,0,night,moderate,45.1,0,21,16.9,13.2
54.9,0,night,moderate,48.2,0,22,13.7,12.4
57.3,0,night,moderate,51.5,0,23,11.3,11.6
58.8,0,late night,moderate,54.4,0,0,8.0,11.0
60.3,0,late night,moderate,55.8,0,1,8.0,10.7
60.8,0,late night,moderate,57.4,0,2,5.9,10.4
61.9,0,late night,moderate,58.7,0,3,5.3,10.2
63.5,0,late night,moderate,60.9,0,4,4.2,9.8
62.3,0,late night,moderate,57.4,0,5,8.4,10.4
53.5,0,morning,moderate,40.7,0,6,31.5,14.7
46.4,0,morning,heavy,30.7,1,7,50.9,19.4
48.8,0,morning,heavy,34.2,1,8,42.3,17.4
52.1,0,morning,heavy,38.8,1,9,34.4,15.4
52.4,0,morning,heavy,39.4,1,10,33.0,15.2
50.8,0,morning,heavy,39.3,1,11,29.0,15.2
50.2,0,afternoon,heavy,38.7,1,12,29.8,15.4
50.1,0,afternoon,heavy,37.8,1,13,32.4,15.8
47.1,0,afternoon,heavy,31.0,1,14,51.7,19.2
46.3,0,afternoon,heavy,29.1,1,15,59.1,20.5
47.0,0,afternoon,heavy,30.4,1,16,54.6,19.7
47.6,0,evening,heavy,30.7,1,17,54.8,19.4
48.6,0,evening,heavy,33.8,1,18,43.7,17.7
49.4,0,evening,heavy,39.1,1,19,26.1,15.3
50.3,0,evening,moderate,41.1,0,20,22.3,14.5
51.7,0,night,moderate,43.9,0,21,17.8,13.6
53.9,0,night,moderate,47.7,0,22,12.9,12.5
56.4,0,night,moderate,51.2,0,23,10.1,11.6
57.2,0,late night,moderate,51.9,0,0,10.0,11.5
58.3,0,late night,moderate,53.7,0,1,8.5,11.1
59.8,0,late night,moderate,55.1,0,2,8.3,10.8
62.3,0,late night,moderate,58.8,0,3,5.9,10.2
62.9,0,late night,moderate,59.8,0,4,5.1,10.0
62.3,0,late night,moderate,57.9,0,5,7.6,10.3
53.9,0,morning,moderate,41.3,0,6,30.4,14.5
46.6,0,morning,heavy,30.1,1,7,54.4,19.8
48.3,0,morning,heavy,33.5,1,8,43.9,17.8
51.7,0,morning,heavy,38.7,1,9,33.6,15.4
52.0,0,morning,heavy,39.0,1,10,33.1,15.3
50.7,0,morning,heavy,39.2,1,11,29.3,15.2
49.9,0,afternoon,heavy,38.1,1,12,30.8,15.7
49.3,0,afternoon,heavy,37.0,1,13,33.1,16.1
46.7,0,afternoon,heavy,30.4,1,14,53.5,19.7
45.9,0,afternoon,heavy,27.7,1,15,65.5,21.6
46.7,0,afternoon,heavy,29.4,1,16,58.8,20.3
46.8,0,evening,heavy,28.7,1,17,62.8,20.8
48.2,0,evening,heavy,32.3,1,18,49.0,18.5
49.5,0,evening,heavy,37.6,1,19,31.5,15.9
50.3,0,evening,moderate,40.5,0,20,24.1,14.7
52.1,0,night,moderate,43.9,0,21,18.8,13.6
53.5,0,night,moderate,46.9,0,22,14.0,12.7
57.6,0,night,moderate,52.2,0,23,10.3,11.4
57.5,0,late night,moderate,52.6,0,0,9.2,11.3
57.7,0,late night,moderate,52.9,0,1,8.9,11.3
61.0,0,late night,moderate,56.7,0,2,7.5,10.5
62.8,0,late night,moderate,59.6,0,3,5.2,10.0
63.7,0,late night,moderate,61.5,0,4,3.5,9.7
62.7,0,late night,moderate,58.1,0,5,7.8,10.3
53.5,0,morning,moderate,40.4,0,6,32.5,14.8
46.2,0,morning,heavy,29.7,1,7,55.7,20.1
48.4,0,morning,heavy,32.8,1,8,47.3,18.2
51.8,0,morning,heavy,39.5,1,9,31.1,15.1
51.7,0,morning,moderate,40.2,1,10,28.4,14.9
50.7,0,morning,heavy,39.2,1,11,29.0,15.2
49.9,0,afternoon,heavy,38.4,1,12,29.9,15.6
49.7,0,afternoon,heavy,37.2,1,13,33.3,16.0
46.9,0,afternoon,heavy,30.5,1,14,53.7,19.6
46.1,0,afternoon,heavy,28.0,1,15,64.3,21.3
46.7,0,afternoon,heavy,29.0,1,16,61.1,20.6
47.0,0,evening,heavy,29.5,1,17,59.3,20.3
48.7,0,evening,heavy,32.6,1,18,49.1,18.3
50.1,0,evening,heavy,37.2,1,19,34.6,16.1
50.8,0,evening,moderate,40.8,0,20,24.4,14.6
51.8,0,night,moderate,43.8,0,21,18.2,13.6
