provider,region,instance_type,vCPU,ram_gb,storage_gb,bandwidth_tb,contract_type,usage_hours,monthly_cost($)
GCP,eu-west-1,compute,4,8,500,2.89,On-Demand,720,85.22
GCP,us-east-1,general,2,16,1000,1.51,On-Demand,720,91.19
Azure,us-east-1,compute,2,16,200,1.44,Reserved,720,44.88
Azure,ap-south-1,memory,8,16,200,1.95,Reserved,360,82.37
Azure,eu-west-1,memory,4,64,200,0.97,On-Demand,360,144.2
GCP,us-west-2,compute,16,32,1000,0.65,Reserved,720,147.5
Azure,eu-west-1,general,4,32,1000,3.57,On-Demand,720,159.53
GCP,us-east-1,compute,16,16,1000,1.77,Reserved,720,139.08
Azure,us-east-1,compute,4,8,500,3.63,Reserved,720,72.86
Azure,us-east-1,compute,4,32,100,2.07,Reserved,360,74.04
AWS,us-east-1,general,4,64,500,3.59,On-Demand,360,174.41
GCP,us-east-1,memory,2,64,1000,2.18,On-Demand,360,160.76
GCP,us-east-1,general,8,8,500,3.58,On-Demand,360,119.62
AWS,us-west-2,general,8,8,100,2.03,Reserved,360,67.66
AWS,us-west-2,compute,2,8,500,0.82,Reserved,360,40.38
GCP,us-east-1,general,4,8,200,1.11,Reserved,360,41.17
AWS,eu-west-1,memory,4,16,500,3.01,On-Demand,720,101.99
GCP,ap-south-1,compute,16,64,100,2,On-Demand,720,220.49
AWS,us-west-2,memory,16,64,500,0.92,Reserved,360,173.07
GCP,us-west-2,general,2,8,100,1.59,Reserved,360,30.79
AWS,eu-west-1,compute,4,16,500,3.99,Reserved,360,79.78
GCP,ap-south-1,general,2,32,1000,2.98,On-Demand,720,125.04
Azure,ap-south-1,memory,2,16,1000,2.54,On-Demand,360,110.52
AWS,eu-west-1,compute,4,16,200,1.65,Reserved,360,54.9
Azure,us-east-1,general,2,16,500,2.61,On-Demand,360,87.56
AWS,ap-south-1,general,8,16,200,1.49,On-Demand,360,104.81
AWS,us-east-1,compute,4,8,500,4.41,On-Demand,720,103.39
GCP,ap-south-1,compute,4,8,500,3.69,On-Demand,720,92.06
GCP,us-east-1,memory,8,32,500,3.17,On-Demand,360,148.04
GCP,eu-west-1,general,4,16,1000,3.11,On-Demand,360,119.12
GCP,us-east-1,memory,2,8,200,2.02,On-Demand,720,50.71
AWS,ap-south-1,general,2,16,100,4.49,On-Demand,360,82.31
GCP,eu-west-1,memory,16,64,100,0.9,Reserved,360,151.98
AWS,us-west-2,memory,4,32,100,2.36,On-Demand,720,100.54
GCP,eu-west-1,general,8,8,1000,0.97,On-Demand,720,118.68
AWS,us-west-2,general,4,8,500,0.82,On-Demand,360,71.08
Azure,us-west-2,memory,4,16,1000,3.02,On-Demand,720,130.81
GCP,eu-west-1,general,8,32,1000,1.12,On-Demand,360,151.89
GCP,eu-west-1,general,8,8,200,0.54,On-Demand,720,80.81
GCP,eu-west-1,memory,2,32,1000,2.53,Reserved,720,87.26
GCP,ap-south-1,compute,4,8,500,1.65,Reserved,360,53.73
GCP,us-east-1,memory,16,16,1000,2.06,On-Demand,720,195.64
Azure,eu-west-1,compute,2,32,200,2.29,Reserved,720,67.59
AWS,us-east-1,general,8,8,100,4.88,On-Demand,360,119.62
AWS,us-east-1,compute,8,32,500,0.95,Reserved,720,97.81
GCP,us-west-2,general,4,32,100,0.85,On-Demand,720,82.6
Azure,us-east-1,compute,4,16,1000,3.88,Reserved,720,100.03
GCP,us-west-2,compute,4,16,500,1.33,Reserved,360,59.42
GCP,us-west-2,general,4,16,500,4.7,Reserved,720,80.16
GCP,us-east-1,memory,8,16,1000,0.79,Reserved,720,92
GCP,ap-south-1,general,16,64,100,1.8,On-Demand,360,218.78
AWS,eu-west-1,general,2,16,200,3.53,On-Demand,720,78.17
GCP,ap-south-1,general,16,16,200,4.98,Reserved,360,134.21
GCP,us-east-1,memory,8,8,100,2.75,Reserved,720,68.71
GCP,ap-south-1,memory,8,8,100,0.62,On-Demand,360,77.22
GCP,us-east-1,memory,8,8,200,2.74,On-Demand,720,99.62
Azure,us-west-2,compute,16,8,1000,0.72,Reserved,360,138.11
Azure,us-east-1,compute,4,32,200,4.36,On-Demand,360,129.19
AWS,us-west-2,compute,16,16,1000,4.73,On-Demand,720,229.97
Azure,ap-south-1,general,16,16,500,4.25,On-Demand,720,213.31
Azure,ap-south-1,memory,2,32,200,3.23,Reserved,720,73.99
Azure,us-east-1,general,4,32,1000,3.58,On-Demand,360,159.62
AWS,eu-west-1,compute,2,64,1000,4.88,On-Demand,720,193.52
Azure,us-east-1,compute,4,8,200,3.99,On-Demand,360,90.42
AWS,ap-south-1,general,2,64,200,3.86,Reserved,360,106.8
AWS,ap-south-1,memory,2,32,1000,2.34,On-Demand,720,125.86
Azure,ap-south-1,general,4,8,100,2.94,On-Demand,720,75.77
GCP,eu-west-1,compute,8,32,200,0.92,On-Demand,720,115.98
GCP,us-west-2,general,8,64,500,4.54,On-Demand,360,202.31
GCP,us-east-1,memory,4,8,500,3.26,On-Demand,720,88.39
Azure,us-west-2,general,4,64,1000,1.77,Reserved,360,136.48
GCP,us-east-1,compute,4,16,1000,3.14,On-Demand,360,119.38
Azure,eu-west-1,general,4,64,100,3.19,On-Demand,720,160.45
Azure,ap-south-1,general,4,16,200,1.67,On-Demand,720,80.25
Azure,eu-west-1,compute,8,32,200,4.37,On-Demand,720,160.79
AWS,us-west-2,compute,4,8,200,1.41,On-Demand,360,62.89
Azure,eu-west-1,memory,8,16,200,1.49,On-Demand,720,110.05
AWS,us-east-1,general,2,64,1000,3.34,On-Demand,720,179.66
AWS,ap-south-1,compute,8,8,100,3.87,On-Demand,360,110.53
Azure,us-west-2,compute,8,32,1000,3.86,On-Demand,720,193.77
AWS,us-east-1,compute,4,8,500,4.57,Reserved,360,75.48
AWS,us-west-2,general,2,64,100,2.61,On-Demand,720,132.59
Azure,eu-west-1,memory,2,32,1000,3.76,On-Demand,360,145.57
Azure,eu-west-1,compute,16,8,1000,0.54,On-Demand,720,190.11
GCP,us-east-1,general,4,32,100,1.05,Reserved,720,60.7
AWS,us-east-1,memory,16,32,100,3.36,On-Demand,360,199.54
Azure,us-west-2,general,4,8,500,4.59,On-Demand,720,110.26
Azure,eu-west-1,memory,8,8,200,1.35,Reserved,720,69.82
Azure,eu-west-1,general,2,8,1000,4.61,On-Demand,720,118.32
Azure,us-west-2,general,4,32,200,1.6,On-Demand,720,103.11
Azure,us-east-1,general,16,64,1000,4.92,On-Demand,360,313.82
AWS,us-west-2,memory,8,64,200,4.06,On-Demand,720,195.14
AWS,us-east-1,general,4,8,100,1.07,On-Demand,720,55.33
Azure,ap-south-1,memory,2,64,500,2.25,Reserved,720,111.4
GCP,us-west-2,general,4,8,200,3.5,On-Demand,720,77.61
GCP,eu-west-1,memory,8,32,1000,4.72,On-Demand,720,182.67
AWS,eu-west-1,general,8,8,100,2.52,On-Demand,360,98.38
Azure,ap-south-1,compute,4,8,500,1.33,On-Demand,720,79.45
AWS,eu-west-1,compute,16,64,500,3.48,On-Demand,720,263.42
Azure,eu-west-1,memory,4,32,500,2.49,On-Demand,720,125.7
Azure,us-east-1,memory,2,32,200,3.64,On-Demand,720,106.64
GCP,us-west-2,compute,4,32,1000,2.78,On-Demand,360,137.58
Azure,ap-south-1,compute,8,32,100,2.02,On-Demand,360,133.85
Azure,ap-south-1,general,4,64,1000,2.86,On-Demand,360,199.86
Azure,ap-south-1,compute,4,32,100,1.29,On-Demand,360,95.46
Azure,us-west-2,compute,8,32,100,0.62,Reserved,360,86.85
AWS,ap-south-1,compute,4,32,200,4.97,On-Demand,720,128.53
Azure,us-east-1,compute,2,16,100,1.47,Reserved,720,41.68
GCP,ap-south-1,memory,8,8,200,4.64,Reserved,720,83.42
AWS,eu-west-1,compute,8,16,500,1.03,On-Demand,360,114.17
GCP,ap-south-1,compute,2,64,200,4.46,Reserved,360,105.16
Azure,us-west-2,compute,4,8,500,3.16,On-Demand,360,96.75
GCP,us-west-2,compute,4,16,500,4.63,On-Demand,720,110.74
AWS,ap-south-1,compute,4,64,1000,0.89,On-Demand,720,172.61
GCP,us-west-2,memory,8,32,1000,4.11,On-Demand,720,177.45
Azure,ap-south-1,compute,2,8,1000,0.52,On-Demand,360,79.67
Azure,eu-west-1,compute,4,32,200,2.28,On-Demand,720,109.54
GCP,us-west-2,compute,4,64,200,2.48,On-Demand,720,143.37
Azure,ap-south-1,memory,16,32,1000,4.39,On-Demand,360,261.78
AWS,ap-south-1,memory,16,8,100,1.49,Reserved,360,107.36
AWS,us-west-2,compute,8,8,1000,2.46,Reserved,720,99.6
AWS,us-east-1,general,2,8,500,4.26,On-Demand,360,87.04
GCP,us-west-2,general,4,8,200,0.9,On-Demand,720,55.38
GCP,ap-south-1,memory,8,8,200,3.36,On-Demand,720,104.92
AWS,eu-west-1,compute,8,32,500,3.9,On-Demand,360,162.4
GCP,us-west-2,general,2,64,500,3.27,Reserved,360,107.07
AWS,ap-south-1,compute,4,16,100,2.54,On-Demand,360,79.76
Azure,eu-west-1,compute,4,32,500,3.71,Reserved,720,98.8
GCP,eu-west-1,compute,4,32,200,3.11,On-Demand,720,106.2
AWS,us-west-2,compute,2,32,1000,4.38,On-Demand,720,144.22
AWS,eu-west-1,memory,4,8,200,0.74,On-Demand,360,56.86
AWS,us-west-2,general,4,8,1000,2.77,Reserved,720,80.01
GCP,ap-south-1,memory,4,8,200,4.02,On-Demand,720,82.06
Azure,us-east-1,memory,4,64,200,1.55,On-Demand,360,149.68
GCP,eu-west-1,memory,4,16,200,4.01,On-Demand,720,92.62
AWS,us-west-2,memory,2,8,100,1.62,On-Demand,720,45.28
GCP,us-west-2,memory,2,64,200,2.12,Reserved,720,90.75
Azure,us-west-2,general,8,16,1000,1.3,On-Demand,360,146.06
Azure,us-east-1,general,8,32,1000,0.77,On-Demand,360,164.57
GCP,ap-south-1,compute,8,16,200,4.62,On-Demand,360,126.33
Azure,us-east-1,general,16,32,1000,1.05,On-Demand,360,230.21
GCP,us-west-2,memory,4,16,500,2.6,On-Demand,360,93.38
GCP,ap-south-1,compute,8,8,200,3.55,Reserved,720,76.71
Azure,ap-south-1,general,4,8,1000,3.77,On-Demand,720,126.14
AWS,us-west-2,memory,2,32,200,4.4,On-Demand,360,108.4
GCP,us-west-2,general,2,32,200,0.8,On-Demand,720,72.2
AWS,us-east-1,compute,2,16,100,0.54,On-Demand,720,46.76
Azure,eu-west-1,compute,4,16,1000,2.23,Reserved,720,88.81
AWS,us-east-1,general,4,16,500,4.66,On-Demand,360,116.84
GCP,us-east-1,compute,2,32,100,4.38,On-Demand,720,98.53
Azure,us-east-1,general,8,16,200,4.9,Reserved,360,102.44
GCP,eu-west-1,compute,2,16,200,4.98,Reserved,720,62.39
Azure,eu-west-1,memory,8,16,200,1.07,On-Demand,720,106.08
GCP,eu-west-1,memory,2,16,500,3.23,On-Demand,720,84.52
AWS,eu-west-1,compute,4,32,200,4.28,On-Demand,720,122.32
GCP,eu-west-1,general,16,16,200,1.02,On-Demand,360,152.55
AWS,ap-south-1,memory,4,16,100,1.14,On-Demand,720,67.16
GCP,eu-west-1,general,8,8,500,1,On-Demand,360,97.56
GCP,eu-west-1,compute,4,16,200,3.88,On-Demand,720,91.5
GCP,us-west-2,general,16,8,1000,2.2,Reserved,720,134.06
GCP,us-east-1,general,2,16,200,4.15,Reserved,360,57.28
GCP,us-west-2,compute,2,16,1000,3.47,On-Demand,720,107.95
Azure,ap-south-1,general,2,32,200,3.81,On-Demand,360,108.24
AWS,eu-west-1,memory,2,16,1000,4.18,On-Demand,360,120.02
AWS,ap-south-1,general,4,64,1000,2.27,On-Demand,720,185.03
Azure,us-east-1,general,8,8,100,1.72,Reserved,720,68.93
GCP,us-east-1,general,4,8,500,1.12,Reserved,720,50.47
AWS,us-east-1,memory,16,64,500,4.09,On-Demand,360,268.91
Azure,us-west-2,memory,16,64,100,1.05,On-Demand,720,234.73
Azure,eu-west-1,general,4,8,500,2.61,On-Demand,720,91.55
Azure,eu-west-1,compute,2,32,200,4.9,Reserved,720,85.35
AWS,us-west-2,general,4,64,100,1.35,On-Demand,360,136.25
Azure,ap-south-1,memory,4,32,1000,4.83,On-Demand,360,171.43
Azure,us-east-1,general,2,16,100,3.5,On-Demand,360,77.07
AWS,ap-south-1,compute,8,32,200,3.08,On-Demand,360,141.52
Azure,us-east-1,compute,2,32,1000,3.95,On-Demand,720,147.37
AWS,ap-south-1,general,2,8,1000,0.7,On-Demand,360,77.5
GCP,us-west-2,compute,2,16,500,3.75,On-Demand,720,88.97
AWS,ap-south-1,compute,16,8,200,4.65,Reserved,360,131.08
AWS,ap-south-1,compute,8,32,500,1.99,Reserved,360,104.55
GCP,us-west-2,compute,4,8,1000,4.71,Reserved,720,87.96
Azure,ap-south-1,general,4,8,200,1.75,Reserved,720,49.86
Azure,us-east-1,general,4,32,200,0.85,Reserved,720,69.14
Azure,eu-west-1,general,4,32,500,1.21,On-Demand,720,113.6
AWS,ap-south-1,memory,4,16,100,2.57,On-Demand,720,80.03
GCP,us-east-1,memory,4,64,500,1.93,Reserved,360,109.08
GCP,ap-south-1,compute,2,8,200,3.13,On-Demand,360,60.2
Azure,eu-west-1,general,16,32,500,2.65,On-Demand,720,221.71
Azure,us-west-2,compute,2,64,500,1.65,On-Demand,360,149.05
Azure,us-west-2,general,8,16,200,2.99,On-Demand,720,124.23
GCP,us-east-1,compute,16,32,100,1.31,On-Demand,360,172.04
Azure,us-east-1,compute,4,64,200,4.91,Reserved,360,130.63
GCP,us-east-1,memory,16,8,200,1.41,On-Demand,720,145.25
AWS,us-west-2,compute,4,8,100,4.85,On-Demand,360,89.35
Azure,eu-west-1,compute,2,8,500,3.5,On-Demand,720,84.21
AWS,ap-south-1,compute,2,32,200,3.43,On-Demand,720,99.67
GCP,us-west-2,memory,4,8,200,2.15,On-Demand,360,66.07
AWS,eu-west-1,compute,4,8,500,3.61,Reserved,720,69.26
AWS,us-west-2,general,8,8,1000,4.39,On-Demand,720,155.71
Azure,us-east-1,compute,2,16,1000,3.66,On-Demand,360,121.11
Azure,eu-west-1,compute,4,16,1000,4.6,Reserved,360,104.93
GCP,us-east-1,general,2,16,500,2.62,Reserved,720,57.1
GCP,ap-south-1,compute,2,32,200,0.71,Reserved,720,51.43
GCP,eu-west-1,compute,2,8,1000,3.83,Reserved,360,72.28
GCP,eu-west-1,general,16,16,200,1.25,Reserved,360,111.25
AWS,ap-south-1,compute,2,16,100,1.55,On-Demand,720,55.85
GCP,us-east-1,general,4,32,200,3.8,On-Demand,360,112.1
AWS,eu-west-1,general,8,32,100,3.76,On-Demand,360,143.14
GCP,ap-south-1,compute,8,16,100,3.96,On-Demand,360,116.41
Azure,ap-south-1,general,2,64,500,2.11,On-Demand,360,153.39
GCP,ap-south-1,memory,4,32,100,1.84,On-Demand,360,91.07
AWS,ap-south-1,compute,16,16,500,4.53,Reserved,720,148.08
AWS,us-west-2,memory,8,16,500,3.69,On-Demand,720,138.11
AWS,eu-west-1,general,16,32,500,0.98,On-Demand,720,196.12
AWS,us-east-1,general,2,8,500,2.81,Reserved,720,53.27
AWS,eu-west-1,memory,8,16,200,3.11,On-Demand,720,119.39
AWS,us-west-2,general,2,8,200,3.5,Reserved,360,48.02
AWS,eu-west-1,general,4,8,1000,3.34,Reserved,720,83.71
GCP,ap-south-1,compute,4,8,100,2.19,On-Demand,360,62.14
GCP,us-west-2,general,2,8,100,0.7,On-Demand,720,35.15
GCP,eu-west-1,general,8,16,500,0.55,On-Demand,360,104.36
Azure,us-west-2,memory,4,16,100,2.14,On-Demand,720,79.97
AWS,us-west-2,compute,4,8,100,4.46,On-Demand,720,85.84
GCP,us-west-2,general,2,16,500,3.97,On-Demand,720,90.85
Azure,eu-west-1,memory,2,16,100,0.68,On-Demand,720,50.42
Azure,us-east-1,general,4,32,200,1.06,On-Demand,360,98.01
AWS,ap-south-1,general,4,16,500,4.71,Reserved,720,84.45
Azure,ap-south-1,general,2,16,1000,1.97,On-Demand,360,105.14
GCP,us-west-2,compute,2,32,100,3.79,On-Demand,360,93.49
AWS,ap-south-1,memory,2,8,100,1.33,Reserved,720,30.72
GCP,ap-south-1,memory,4,8,500,1.35,On-Demand,720,72.06
GCP,ap-south-1,general,4,8,1000,4.63,On-Demand,360,121.48
Azure,us-west-2,memory,8,32,500,2.69,On-Demand,360,159.09
AWS,us-west-2,general,2,8,1000,4.01,Reserved,720,77.25
Azure,us-west-2,general,4,64,500,2.14,On-Demand,720,169.43
Azure,us-west-2,memory,16,32,500,2.83,On-Demand,360,223.41
GCP,ap-south-1,general,16,8,1000,4.91,Reserved,360,150.75
GCP,us-east-1,memory,16,8,500,2.74,On-Demand,360,169.44
Azure,eu-west-1,memory,2,32,100,4.11,On-Demand,720,106.35
GCP,us-west-2,general,2,32,100,4.13,Reserved,720,69.41
Azure,eu-west-1,general,8,16,500,4.17,On-Demand,720,149.55
AWS,us-east-1,compute,2,16,500,2.69,On-Demand,720,84.11
GCP,us-east-1,general,4,8,1000,4.27,Reserved,720,85.25
GCP,ap-south-1,general,2,8,1000,0.66,On-Demand,360,73.28
Azure,us-west-2,compute,16,32,100,0.93,On-Demand,720,186.55
Azure,us-east-1,general,16,32,100,0.86,On-Demand,360,185.89
GCP,ap-south-1,general,2,32,200,4.15,Reserved,720,72.61
AWS,us-east-1,compute,16,64,500,2.63,Reserved,360,184.15
GCP,us-west-2,general,8,16,500,2.06,Reserved,720,84.43
Azure,us-east-1,compute,16,8,100,3.02,On-Demand,720,171.02
AWS,eu-west-1,general,4,64,200,2.72,On-Demand,360,153.08
AWS,us-west-2,general,4,8,500,1.28,On-Demand,360,75.22
AWS,us-east-1,compute,8,16,1000,2.8,On-Demand,720,152.6
Azure,eu-west-1,compute,4,32,500,4.73,On-Demand,720,146.86
GCP,us-east-1,general,4,64,1000,3.78,On-Demand,720,188.69
GCP,us-east-1,memory,16,8,1000,4.23,Reserved,360,146.56
AWS,eu-west-1,compute,2,64,500,1.91,On-Demand,360,144.29
GCP,us-east-1,compute,2,16,1000,1.04,Reserved,720,62.76
Azure,eu-west-1,general,4,16,500,3.14,Reserved,360,77.99
GCP,eu-west-1,compute,4,32,500,1.3,Reserved,720,74.56
Azure,eu-west-1,compute,4,64,1000,4.34,On-Demand,720,213.84
AWS,us-west-2,compute,8,16,1000,1,On-Demand,360,136.4
AWS,ap-south-1,general,2,64,200,3.43,On-Demand,720,144.47
Azure,ap-south-1,memory,4,32,200,2.83,On-Demand,720,114.73
AWS,eu-west-1,compute,2,16,1000,1.78,Reserved,360,70.86
GCP,ap-south-1,compute,2,16,500,4.59,On-Demand,360,96.15
GCP,ap-south-1,general,2,8,100,2.27,On-Demand,720,48.57
GCP,ap-south-1,memory,4,8,200,0.79,On-Demand,720,54.44
Azure,ap-south-1,memory,4,8,1000,1.67,Reserved,360,76.53
GCP,eu-west-1,compute,4,32,200,0.52,On-Demand,360,84.06
AWS,us-east-1,general,2,16,200,1.56,On-Demand,720,60.44
GCP,eu-west-1,memory,4,16,100,4.41,Reserved,720,66.07
GCP,eu-west-1,memory,4,8,500,3.08,Reserved,720,62.53
Azure,us-east-1,compute,4,8,500,2.35,On-Demand,720,89.09
AWS,us-east-1,general,16,16,100,2.73,On-Demand,720,171.47
GCP,ap-south-1,general,8,16,500,3.82,On-Demand,360,132.32
AWS,us-west-2,memory,4,64,100,1.58,On-Demand,360,138.32
Azure,eu-west-1,general,2,8,100,0.96,On-Demand,720,41.31
Azure,ap-south-1,memory,16,8,1000,4.67,On-Demand,360,229.14
GCP,us-east-1,compute,8,16,500,4.04,On-Demand,720,134.2
GCP,us-west-2,compute,2,16,500,2.94,On-Demand,720,82.04
AWS,eu-west-1,memory,2,32,200,4.45,On-Demand,360,108.85
GCP,us-west-2,general,8,32,1000,4.33,Reserved,720,129.12
Azure,us-west-2,memory,8,16,200,2.41,On-Demand,360,118.74
Azure,us-east-1,memory,8,16,100,3.91,On-Demand,360,128.19
Azure,us-east-1,memory,8,8,100,0.79,On-Demand,360,86.95
Azure,us-west-2,general,8,8,1000,3.93,Reserved,720,114.59
Azure,us-west-2,compute,16,64,500,4.73,On-Demand,720,288.4
GCP,us-east-1,general,4,8,500,4.11,Reserved,360,68.87
AWS,eu-west-1,memory,4,8,1000,4.18,On-Demand,360,123.82
GCP,ap-south-1,memory,16,32,100,3.76,Reserved,360,138.95
GCP,us-east-1,compute,16,16,200,1.61,On-Demand,720,157.6
AWS,us-east-1,general,8,32,200,4.76,Reserved,720,112.78
GCP,ap-south-1,compute,2,64,500,2.64,On-Demand,360,143.32
AWS,ap-south-1,memory,4,8,500,1.08,Reserved,360,52.86
Azure,ap-south-1,memory,2,16,100,0.54,Reserved,720,35.35
Azure,us-west-2,compute,8,8,200,4.87,Reserved,360,93.77
Azure,eu-west-1,memory,4,32,1000,3.01,Reserved,720,111.05
Azure,eu-west-1,memory,8,32,200,2.37,On-Demand,720,141.89
Azure,eu-west-1,compute,8,8,1000,3.7,On-Demand,720,156.98
AWS,us-west-2,compute,2,64,500,3.09,On-Demand,720,154.91
GCP,ap-south-1,memory,4,64,200,1.91,On-Demand,720,138.5
AWS,ap-south-1,general,4,64,500,2.64,On-Demand,360,165.86
AWS,ap-south-1,compute,16,64,1000,3.53,Reserved,720,206.19
AWS,eu-west-1,compute,2,16,100,2.31,On-Demand,360,62.69
AWS,eu-west-1,general,4,16,1000,3.81,On-Demand,360,131.69
AWS,eu-west-1,general,4,16,200,4.77,Reserved,720,75.12
Azure,us-west-2,compute,16,16,100,3,On-Demand,720,182.6
GCP,us-west-2,compute,4,32,200,2.98,On-Demand,720,105.09
Azure,ap-south-1,memory,8,64,1000,3.47,On-Demand,360,237.12
AWS,ap-south-1,general,4,32,100,4.13,Reserved,720,83.86
GCP,ap-south-1,memory,4,16,200,2.46,Reserved,360,57.14
AWS,us-west-2,memory,4,32,100,1.27,On-Demand,360,90.73
Azure,us-east-1,memory,8,32,1000,1.16,Reserved,360,121.14
Azure,ap-south-1,general,16,16,100,2.7,On-Demand,720,179.76
AWS,us-east-1,compute,4,16,1000,1.89,Reserved,360,82.38
GCP,ap-south-1,compute,4,8,100,2.78,On-Demand,720,67.18
AWS,ap-south-1,compute,4,32,1000,2.69,On-Demand,360,144.01
GCP,us-west-2,compute,4,16,1000,3.12,On-Demand,360,119.21
AWS,us-west-2,general,2,16,200,4.44,On-Demand,720,86.36
GCP,us-west-2,general,16,64,200,4.15,On-Demand,720,243.15
AWS,ap-south-1,general,8,32,200,2.66,Reserved,720,99.17
Azure,eu-west-1,memory,8,16,500,2.51,Reserved,360,96.38
AWS,us-west-2,compute,2,8,1000,2.03,On-Demand,720,89.47
GCP,us-west-2,compute,8,32,200,1.14,Reserved,720,84.86
GCP,us-east-1,memory,8,8,1000,3.67,On-Demand,360,141.77
Azure,eu-west-1,memory,2,16,500,1.33,Reserved,360,54.33
GCP,us-east-1,compute,2,8,1000,4.46,On-Demand,720,105.77
GCP,us-west-2,general,4,8,1000,0.94,On-Demand,720,89.93
GCP,ap-south-1,compute,16,64,500,1.63,On-Demand,720,234.43
Azure,eu-west-1,memory,8,16,500,2.3,On-Demand,720,131.88
AWS,us-west-2,memory,2,64,500,2.38,On-Demand,360,148.52
Azure,us-west-2,compute,16,32,500,2.93,Reserved,720,161.53
Azure,us-west-2,general,16,8,1000,2.29,On-Demand,720,206.65
AWS,ap-south-1,compute,2,16,500,3.49,Reserved,360,65.74
GCP,us-east-1,compute,8,8,200,2.93,Reserved,360,72.89
AWS,us-west-2,general,2,64,200,4.87,Reserved,720,113.35
Azure,us-west-2,memory,8,8,1000,3.93,On-Demand,720,159.15
AWS,ap-south-1,memory,4,32,100,4.77,On-Demand,360,122.23
Azure,ap-south-1,compute,8,8,1000,2.93,On-Demand,360,149.7
AWS,ap-south-1,compute,8,8,100,2.66,On-Demand,360,99.64
Azure,us-west-2,compute,2,8,500,0.51,Reserved,720,40.29
GCP,eu-west-1,general,16,32,200,4.13,On-Demand,720,200.42
AWS,us-east-1,memory,4,16,1000,2.55,On-Demand,360,120.35
AWS,eu-west-1,general,2,64,200,4.76,On-Demand,720,156.44
AWS,eu-west-1,memory,8,32,500,2.81,On-Demand,720,152.59
GCP,eu-west-1,memory,2,8,100,2.6,On-Demand,360,51.4
AWS,eu-west-1,general,2,16,100,0.78,On-Demand,360,48.92
AWS,eu-west-1,compute,16,16,200,1.52,Reserved,720,118.86
AWS,us-east-1,compute,4,32,500,4.64,On-Demand,360,139.06
Azure,us-east-1,compute,8,64,500,3.77,Reserved,720,155.76
Azure,us-east-1,general,8,32,100,4.57,On-Demand,360,157.95
AWS,eu-west-1,compute,8,16,1000,3.58,On-Demand,360,159.62
GCP,us-east-1,compute,2,16,500,2.93,On-Demand,720,81.96
Azure,eu-west-1,general,16,64,500,1.73,On-Demand,720,260.05
GCP,eu-west-1,general,2,32,500,3.5,Reserved,720,77.84
GCP,us-east-1,compute,8,8,100,1.63,On-Demand,360,85.85
GCP,ap-south-1,memory,4,8,1000,3.89,Reserved,360,82.91
AWS,ap-south-1,compute,8,64,500,4.55,On-Demand,720,213.05
GCP,us-west-2,compute,4,8,100,4.99,Reserved,720,61.98
GCP,us-east-1,general,16,32,500,3.15,On-Demand,360,204.87
GCP,ap-south-1,general,2,16,1000,2.48,On-Demand,360,99.48
AWS,us-west-2,compute,8,8,1000,1.85,On-Demand,360,132.85
Azure,us-west-2,compute,4,32,500,3.13,On-Demand,720,131.74
Azure,ap-south-1,general,2,8,500,2.97,Reserved,720,57.03
GCP,ap-south-1,general,4,8,500,2.39,On-Demand,720,80.95
Azure,ap-south-1,compute,2,64,500,3.05,Reserved,360,116.84
AWS,us-west-2,compute,4,8,200,1.62,On-Demand,360,64.78
AWS,us-west-2,general,2,32,100,2.63,Reserved,720,63.34
AWS,us-west-2,memory,16,16,1000,0.83,On-Demand,720,194.87
Azure,ap-south-1,general,4,64,200,1.45,Reserved,720,107.09
GCP,eu-west-1,memory,2,8,100,3.63,On-Demand,360,60.2
GCP,us-east-1,compute,8,16,100,2.1,Reserved,360,72.37
GCP,us-east-1,general,8,8,200,3.16,On-Demand,720,103.21
Azure,us-east-1,general,8,32,200,3.04,Reserved,360,106.72
GCP,eu-west-1,compute,2,8,1000,2.21,On-Demand,360,86.54
Azure,us-east-1,memory,8,16,500,3.89,On-Demand,360,146.91
Azure,eu-west-1,memory,8,8,100,3,On-Demand,720,107.84
GCP,eu-west-1,compute,4,8,500,1.02,Reserved,360,49.85
AWS,us-west-2,memory,16,16,500,4.39,On-Demand,360,204.41
GCP,us-west-2,general,4,64,200,4.87,Reserved,720,117.94
AWS,eu-west-1,compute,8,64,500,0.55,Reserved,720,127.48
AWS,us-west-2,compute,16,32,500,3.63,On-Demand,720,219.97
AWS,eu-west-1,compute,2,16,1000,1.25,On-Demand,720,93.65
Azure,eu-west-1,general,8,8,500,2.94,On-Demand,720,126.17
Azure,ap-south-1,compute,8,8,1000,3.64,On-Demand,360,156.41
AWS,eu-west-1,memory,2,8,500,2.49,On-Demand,720,71.11
AWS,eu-west-1,general,16,8,500,1.89,Reserved,720,122.91
AWS,us-west-2,compute,16,16,500,3.88,On-Demand,360,199.82
GCP,eu-west-1,memory,2,16,500,2.64,On-Demand,720,79.48
AWS,us-west-2,compute,4,16,200,4.71,Reserved,720,74.73
Azure,us-east-1,memory,4,32,1000,4.14,Reserved,360,118.74
AWS,us-east-1,memory,2,16,1000,1.54,On-Demand,360,96.26
GCP,eu-west-1,general,8,8,100,4.29,On-Demand,720,108.59
GCP,us-west-2,memory,4,8,200,4.97,On-Demand,720,90.18
AWS,us-east-1,general,8,8,1000,4.88,On-Demand,720,160.12
AWS,eu-west-1,general,2,16,100,3.56,On-Demand,720,73.94
