user_id,user_type,country,request_type,model_used,device_type,prompt_length,requests_per_min,toxic_score,jailbreak_score,anomaly_score,failed_requests,session_duration_sec,api_cost_usd,misuse_label
user_55936,free,UK,image_generation,vision_model,web,1265,6.82,0.684,0.88,0.838,17,3798,3.885,1
user_52919,free,Canada,image_generation,gpt_like,mobile,4098,86.82,0.119,0.598,0.396,29,667,3.31,1
user_38120,premium,Australia,code_generation,vision_model,api,3841,70.45,0.6,0.004,0.562,26,2231,6.093,1
user_17923,free,India,text_generation,vision_model,mobile,1757,71.6,0.826,0.741,0.52,29,3948,1.482,1
user_38475,premium,Canada,text_generation,vision_model,web,1161,81.53,0.43,0.764,0.168,24,7494,6.428,1
user_24983,premium,Singapore,code_generation,vision_model,web,4419,1.06,0.114,0.273,0.297,0,2980,6.091,0
user_11857,free,Germany,image_generation,vision_model,web,4218,48.04,0.496,0.626,0.609,18,392,1.573,0
user_21836,premium,USA,text_generation,code_llm,api,1308,101.8,0.234,0.467,0.544,5,811,6.339,1
user_31314,internal,India,code_generation,gpt_like,mobile,4384,6.58,0.864,0.772,0.632,3,447,1.478,1
user_78953,free,Singapore,text_generation,gpt_like,web,58,7.38,0.576,0.356,0.392,22,8364,2.551,0
user_16264,premium,Australia,code_generation,vision_model,mobile,3146,41.17,0.83,0.602,0.076,6,645,1.884,1
user_49432,free,Australia,code_generation,code_llm,api,446,113.85,0.883,0.762,0.389,4,8068,2.524,1
user_63115,internal,UK,code_generation,code_llm,api,2402,104.98,0.602,0.799,0.778,26,8697,4.305,1
user_52869,premium,USA,image_generation,vision_model,api,2249,41.57,0.134,0.908,0.769,21,7685,3.829,1
user_69065,free,Australia,text_generation,gpt_like,web,773,81.29,0.222,0.602,0.867,3,1205,1.031,1
user_12171,premium,USA,image_generation,vision_model,web,2087,108.76,0.611,0.779,0.161,28,3577,6.188,1
user_74343,free,Australia,text_generation,gpt_like,api,1366,14.0,0.86,0.005,0.03,8,8594,2.758,1
user_61439,free,India,text_generation,vision_model,web,3522,56.22,0.587,0.316,0.818,18,1382,0.003,1
user_30301,premium,Australia,text_generation,code_llm,web,3597,58.35,0.903,0.541,0.448,17,1360,6.262,1
user_64661,free,UK,code_generation,vision_model,web,1361,102.52,0.914,0.225,0.784,11,1522,1.769,1
user_46332,free,India,text_generation,code_llm,mobile,1492,27.29,0.958,0.819,0.108,13,2528,4.721,1
user_77492,free,USA,text_generation,gpt_like,web,129,114.42,0.035,0.792,0.896,7,4183,6.442,1
user_39282,free,Australia,image_generation,code_llm,api,3672,84.9,0.218,0.43,0.821,4,7719,6.934,1
user_10846,bot,UK,image_generation,vision_model,web,203,75.63,0.431,0.794,0.863,0,3065,0.504,1
user_61601,bot,UK,text_generation,vision_model,mobile,567,77.36,0.126,0.224,0.301,18,7080,0.589,1
user_6381,internal,India,image_generation,code_llm,web,2493,73.61,0.326,0.564,0.203,18,2387,3.004,1
user_77722,free,Canada,image_generation,gpt_like,api,4347,60.88,0.418,0.573,0.87,5,5797,3.981,1
user_9969,premium,Canada,image_generation,gpt_like,api,2488,122.57,0.789,0.959,0.963,3,1290,0.784,1
user_30004,free,USA,code_generation,gpt_like,api,844,27.47,0.664,0.564,0.627,28,6154,6.554,0
user_74329,free,USA,text_generation,gpt_like,web,1470,137.95,0.726,0.206,0.35,29,8589,6.012,1
user_66134,internal,Singapore,code_generation,gpt_like,web,3604,71.9,0.527,0.698,0.53,17,7293,2.641,1
user_36797,premium,Singapore,code_generation,code_llm,web,3376,88.28,0.902,0.677,0.097,21,4176,2.802,1
user_59107,internal,UK,text_generation,vision_model,api,2437,55.91,0.01,0.526,0.092,7,5835,3.104,0
user_40393,free,Australia,image_generation,code_llm,mobile,3718,54.82,0.97,0.385,0.439,25,6561,1.47,1
user_42859,premium,UK,code_generation,code_llm,api,915,22.28,0.995,0.049,0.408,18,8193,6.07,1
user_76168,free,USA,code_generation,code_llm,api,4008,33.39,0.842,0.554,0.088,1,4869,2.859,1
user_54162,bot,Singapore,image_generation,code_llm,mobile,530,126.97,0.129,0.837,0.569,24,4946,3.788,1
user_28550,bot,Singapore,code_generation,gpt_like,api,3755,115.85,0.146,0.095,0.604,15,8392,3.552,1
user_49914,free,UK,code_generation,vision_model,mobile,378,44.09,0.623,0.396,0.954,16,1453,4.434,1
user_23154,free,USA,image_generation,code_llm,api,1519,85.16,0.271,0.538,0.187,24,1621,1.164,1
user_46604,free,Canada,image_generation,gpt_like,api,2821,62.6,0.11,0.119,0.721,29,8704,0.715,0
user_37686,bot,Canada,image_generation,code_llm,api,2388,53.86,0.439,0.428,0.63,19,1633,6.868,1
user_73531,premium,Canada,image_generation,gpt_like,api,1840,1.29,0.89,0.466,0.082,25,3838,2.353,1
user_79593,free,USA,image_generation,vision_model,mobile,312,16.12,0.743,0.065,0.493,12,7184,4.576,1
user_53913,free,UK,code_generation,gpt_like,api,2682,100.95,0.034,0.877,0.235,19,7447,1.372,1
user_7833,bot,Singapore,image_generation,gpt_like,web,2554,78.54,0.014,0.674,0.608,4,7805,0.084,1
user_75957,free,Canada,image_generation,gpt_like,web,1191,22.49,0.53,0.176,0.823,22,8907,2.196,1
user_69375,internal,Canada,image_generation,gpt_like,mobile,2332,46.13,0.553,0.492,0.322,16,7582,5.678,0
user_45642,free,USA,code_generation,gpt_like,mobile,2998,96.85,0.764,0.331,0.028,20,6424,4.567,1
user_31491,free,India,text_generation,vision_model,web,3308,110.19,0.752,0.149,0.29,26,1043,1.235,1
user_53023,free,Germany,code_generation,gpt_like,web,385,128.53,0.288,0.103,0.889,23,5003,6.063,1
user_65022,free,Canada,text_generation,gpt_like,mobile,3846,127.64,0.508,0.023,0.056,11,7712,6.849,1
user_14054,free,Canada,image_generation,code_llm,api,2056,15.72,0.491,0.759,0.154,28,87,1.513,1
user_32551,premium,Australia,code_generation,vision_model,api,29,109.26,0.111,0.458,0.772,1,5990,0.638,1
user_12899,free,Canada,image_generation,vision_model,mobile,2182,115.33,0.435,0.833,0.505,2,7153,3.032,1
user_69882,free,Germany,code_generation,vision_model,api,3339,92.08,0.669,0.627,0.136,12,3089,0.533,1
user_52203,premium,Singapore,code_generation,vision_model,mobile,4371,50.66,0.204,0.917,0.789,4,6185,0.841,1
user_23974,premium,Australia,image_generation,gpt_like,mobile,3460,56.46,0.513,0.931,0.831,25,5469,5.598,1
user_26975,free,Australia,code_generation,vision_model,web,2264,129.91,0.157,0.42,0.072,15,2318,6.623,1
user_16478,free,USA,text_generation,vision_model,mobile,4040,81.68,0.8,0.888,0.821,20,283,5.804,1
user_57614,free,Australia,image_generation,vision_model,web,535,65.88,0.519,0.965,0.725,19,6462,1.604,1
user_20274,bot,Australia,text_generation,vision_model,api,3856,57.21,0.798,0.235,0.885,19,2049,3.825,1
user_58888,free,Australia,image_generation,code_llm,web,3635,59.34,0.438,0.059,0.977,12,5666,3.008,1
user_54205,free,Australia,text_generation,code_llm,mobile,1185,27.12,0.772,0.452,0.992,29,4530,2.276,1
user_77231,free,Canada,code_generation,gpt_like,web,1051,28.05,0.199,0.744,0.144,19,1629,2.565,1
user_14682,free,Singapore,image_generation,code_llm,api,3270,83.74,0.623,0.875,0.924,15,516,3.042,1
user_71363,free,India,code_generation,vision_model,mobile,3533,33.08,0.499,0.039,0.988,12,3320,2.133,1
user_26256,free,USA,text_generation,gpt_like,mobile,2532,19.32,0.755,0.965,0.77,21,4940,3.61,1
user_4849,free,Canada,code_generation,vision_model,mobile,1503,68.29,0.764,0.306,0.848,27,817,5.191,1
user_31496,bot,UK,text_generation,code_llm,web,3685,77.46,0.387,0.909,0.802,27,2206,6.903,1
user_63873,internal,Singapore,image_generation,gpt_like,web,4480,66.24,0.66,0.821,0.022,10,5861,6.538,1
user_37044,internal,UK,text_generation,code_llm,web,94,134.99,0.441,0.325,0.614,21,7765,6.262,1
user_50822,internal,Canada,text_generation,code_llm,web,2845,29.38,0.013,0.768,0.794,2,729,2.675,1
user_19586,internal,Canada,text_generation,vision_model,web,2452,84.33,0.081,0.833,0.203,26,6990,1.622,1
user_23796,premium,Australia,image_generation,vision_model,web,1136,72.27,0.273,0.318,0.53,27,5492,5.47,1
user_20001,premium,UK,code_generation,code_llm,mobile,1669,12.54,0.652,0.54,0.601,25,4034,3.283,0
user_36580,premium,USA,image_generation,code_llm,mobile,3007,28.95,0.365,0.166,0.361,13,4491,0.299,0
user_52142,free,Singapore,code_generation,code_llm,api,391,121.83,0.389,0.18,0.134,19,2264,1.558,1
user_40723,free,USA,code_generation,code_llm,api,2960,58.88,0.251,0.406,0.284,22,673,4.752,0
user_55475,premium,Canada,image_generation,code_llm,api,1247,20.58,0.178,0.474,0.989,5,3912,2.798,1
user_16748,bot,Germany,image_generation,vision_model,api,2513,60.24,0.454,0.969,0.018,18,6818,1.693,1
user_20045,free,Australia,code_generation,vision_model,mobile,1845,116.2,0.424,0.743,0.074,10,7852,5.582,1
user_48566,free,Australia,image_generation,vision_model,web,792,101.1,0.923,0.604,0.022,24,8711,0.239,1
user_4148,free,Germany,code_generation,vision_model,mobile,2021,48.7,0.014,0.165,0.415,24,4568,6.793,0
user_71334,free,USA,image_generation,gpt_like,api,3418,105.34,0.663,0.693,0.343,6,4453,1.116,1
user_69321,premium,Australia,code_generation,vision_model,mobile,1211,17.12,0.084,0.807,0.625,18,4318,0.214,1
user_25284,premium,Canada,text_generation,gpt_like,api,3260,9.52,0.873,0.296,0.799,19,160,5.401,1
user_62978,premium,Australia,text_generation,code_llm,api,2796,89.15,0.927,0.038,0.245,4,6667,3.97,1
user_29588,bot,UK,text_generation,gpt_like,api,166,29.47,0.848,0.227,0.4,15,7477,4.875,1
user_26483,free,USA,image_generation,gpt_like,web,4106,40.94,0.839,0.306,0.741,12,6197,3.674,1
user_73577,free,Germany,text_generation,gpt_like,web,944,31.37,0.109,0.621,0.806,4,195,5.351,1
user_71574,free,Australia,code_generation,vision_model,api,536,138.46,0.35,0.554,0.009,16,3020,5.546,1
user_18507,premium,Australia,image_generation,gpt_like,web,1829,65.12,0.023,0.614,0.628,25,6589,2.185,0
user_30567,free,Canada,image_generation,code_llm,mobile,679,102.49,0.018,0.458,0.849,1,4231,5.179,1
user_43292,free,UK,code_generation,code_llm,api,2704,58.25,0.489,0.391,0.297,13,7021,0.664,0
user_74809,premium,Australia,text_generation,gpt_like,web,962,69.02,0.411,0.174,0.915,20,7695,2.095,1
user_12997,internal,USA,image_generation,gpt_like,api,1491,24.93,0.725,0.995,0.952,23,4829,0.085,1
user_7612,free,Germany,text_generation,code_llm,api,4290,1.88,0.976,0.789,0.136,22,7644,0.486,1
user_18335,premium,Singapore,image_generation,code_llm,mobile,1700,10.14,0.327,0.709,0.979,4,3156,4.348,1
user_24061,premium,Germany,code_generation,code_llm,web,4285,75.14,0.528,0.444,0.347,8,698,3.299,1
user_20082,free,Germany,image_generation,code_llm,api,2042,50.94,0.369,0.557,0.381,7,6636,4.206,0
user_19022,internal,UK,text_generation,gpt_like,api,3264,21.69,0.103,0.715,0.39,17,1821,0.229,1
user_56847,free,Australia,code_generation,code_llm,api,2939,11.01,0.076,0.444,0.154,20,6715,2.114,0
user_25390,premium,Australia,code_generation,gpt_like,web,1278,69.32,0.527,0.238,0.395,14,8467,1.603,0
user_48646,free,UK,image_generation,gpt_like,mobile,2809,118.74,0.315,0.061,0.537,9,4302,4.072,1
user_26925,free,Singapore,image_generation,gpt_like,mobile,1672,25.8,0.314,0.991,0.879,3,3240,5.005,1
user_22411,free,Singapore,text_generation,code_llm,api,2303,41.57,0.608,0.138,0.043,24,6625,3.248,0
user_20452,free,India,text_generation,gpt_like,web,3014,100.04,0.575,0.52,0.463,19,4707,1.343,1
user_20640,free,UK,text_generation,gpt_like,mobile,1446,123.27,0.828,0.184,0.65,13,839,6.544,1
user_3667,premium,Singapore,text_generation,code_llm,web,1980,25.55,0.653,0.645,0.796,13,5152,4.085,1
user_14214,free,UK,code_generation,code_llm,api,3397,39.57,0.08,0.926,0.876,14,5985,4.14,1
user_15836,premium,UK,code_generation,vision_model,web,3427,127.2,0.572,0.295,0.328,7,3520,0.11,1
user_63442,free,Australia,text_generation,vision_model,api,3872,119.46,0.951,0.827,0.531,5,2049,3.983,1
user_50575,free,Australia,code_generation,gpt_like,web,1634,26.02,0.396,0.764,0.253,27,4805,4.63,1
user_18117,free,USA,code_generation,vision_model,mobile,2389,57.13,0.545,0.806,0.679,23,6428,3.958,1
user_69957,free,India,text_generation,vision_model,api,2286,79.32,0.371,0.696,0.681,18,2784,4.948,1
user_68906,bot,Australia,image_generation,gpt_like,mobile,115,103.87,0.258,0.7,0.256,1,7325,2.916,1
user_45949,free,India,code_generation,gpt_like,mobile,2478,109.85,0.41,0.818,0.565,17,8967,6.333,1
user_25748,bot,Germany,text_generation,vision_model,api,1479,132.53,0.896,0.78,0.905,26,6682,0.542,1
user_42672,premium,Australia,text_generation,code_llm,web,2400,25.49,0.16,0.113,0.082,27,196,0.308,1
user_61785,free,Australia,image_generation,vision_model,mobile,4091,36.22,0.095,0.471,0.855,25,7816,3.018,1
user_64087,internal,UK,code_generation,code_llm,mobile,3864,87.46,0.701,0.145,0.54,13,5529,0.69,1
user_38832,premium,India,image_generation,gpt_like,web,1906,65.48,0.236,0.131,0.842,22,5030,5.087,1
user_57410,premium,Singapore,code_generation,code_llm,api,3233,34.64,0.791,0.62,0.338,15,2673,0.821,1
user_29699,free,Australia,code_generation,gpt_like,web,2393,50.56,0.915,0.912,0.59,20,794,6.615,1
user_44244,free,Canada,code_generation,gpt_like,mobile,3369,91.38,0.037,0.259,0.1,4,4136,3.039,1
user_17235,premium,USA,image_generation,vision_model,web,112,131.95,0.752,0.277,0.747,16,3008,4.037,1
user_50783,free,Canada,code_generation,gpt_like,web,3311,39.71,0.27,0.733,0.966,14,4816,1.162,1
user_37986,bot,USA,text_generation,code_llm,mobile,4057,120.18,0.717,0.746,0.773,16,2432,6.574,1
user_31965,free,Singapore,text_generation,gpt_like,web,3880,47.36,0.473,0.378,0.845,22,8976,0.678,1
user_40805,premium,UK,text_generation,gpt_like,api,4272,121.36,0.641,0.129,0.905,13,8464,6.26,1
user_37310,free,UK,text_generation,code_llm,web,2274,65.92,0.913,0.686,0.638,22,1524,0.161,1
user_8512,free,India,image_generation,code_llm,mobile,4468,12.91,0.245,0.315,0.452,2,4650,0.542,0
user_50925,premium,Germany,text_generation,code_llm,mobile,562,80.27,0.704,0.198,0.964,25,3952,0.132,1
user_52873,free,Australia,code_generation,vision_model,mobile,3313,128.69,0.059,0.651,0.682,2,2388,2.616,1
user_33919,free,Australia,text_generation,code_llm,api,4014,61.29,0.484,0.896,0.163,15,5300,2.16,1
user_37793,free,USA,image_generation,vision_model,mobile,1661,134.35,0.091,0.991,0.414,22,7194,3.837,1
user_39601,free,Singapore,code_generation,code_llm,web,4278,3.75,0.967,0.607,0.61,1,6634,0.74,1
user_52514,premium,Singapore,text_generation,gpt_like,mobile,3532,115.27,0.883,0.538,0.014,9,3537,1.571,1
user_19199,free,India,text_generation,code_llm,web,1238,46.91,0.092,0.778,0.223,16,5168,1.852,1
user_58277,free,Australia,text_generation,code_llm,mobile,88,14.95,0.558,0.319,0.437,21,2555,3.695,0
user_49641,premium,India,text_generation,vision_model,api,1773,80.26,0.797,0.639,0.911,25,6741,6.43,1
user_2329,free,India,image_generation,vision_model,web,3000,127.86,0.372,0.271,0.414,11,8309,6.0,1
user_26853,free,Germany,code_generation,gpt_like,mobile,692,68.73,0.113,0.055,0.303,24,2807,1.197,0
user_74180,free,India,text_generation,vision_model,api,4479,28.36,0.832,0.707,0.663,25,736,2.891,1
user_13111,premium,UK,code_generation,vision_model,api,1097,113.99,0.384,0.386,0.589,7,7963,4.5,1
user_51262,premium,USA,code_generation,code_llm,api,1038,133.31,0.523,0.75,0.493,22,1738,1.064,1
user_18698,free,Singapore,image_generation,vision_model,mobile,496,50.48,0.369,0.126,0.308,0,8255,4.064,0
user_15122,free,USA,code_generation,vision_model,mobile,2884,116.54,0.568,0.915,0.564,22,6294,6.928,1
user_58173,premium,Australia,code_generation,code_llm,api,1433,66.59,0.313,0.256,0.444,10,1621,1.981,0
user_55614,bot,USA,text_generation,gpt_like,web,3169,49.22,0.411,0.322,0.77,13,8779,5.202,1
user_26340,free,USA,text_generation,gpt_like,mobile,1038,44.7,0.548,0.033,0.349,22,4120,0.993,0
user_44421,bot,India,code_generation,code_llm,mobile,4413,8.32,0.699,0.175,0.191,5,7946,2.754,0
user_1937,premium,Germany,code_generation,vision_model,web,4134,15.81,0.429,0.599,0.447,7,1183,3.585,0
user_56187,free,Canada,image_generation,vision_model,api,463,55.26,0.595,0.349,0.818,8,5265,6.576,1
user_36466,premium,Canada,text_generation,code_llm,api,2399,86.12,0.776,0.556,0.603,26,2939,1.684,1
user_33251,free,Germany,text_generation,code_llm,web,1580,57.44,0.152,0.068,0.489,19,1932,5.578,0
user_10169,premium,Australia,text_generation,code_llm,api,2341,84.18,0.197,0.658,0.548,19,2614,0.572,1
user_13698,premium,USA,image_generation,gpt_like,mobile,2984,136.87,0.641,0.037,0.07,26,2023,1.206,1
user_31132,free,UK,text_generation,vision_model,web,4205,37.9,0.378,0.063,0.985,14,5681,1.719,1
user_3310,free,Singapore,text_generation,code_llm,api,2769,10.53,0.535,0.303,0.465,16,8738,3.146,0
user_20631,free,India,text_generation,vision_model,web,3341,49.57,0.793,0.357,0.608,13,1943,3.891,1
user_42556,free,Singapore,text_generation,vision_model,web,548,87.06,0.753,0.714,0.93,4,6165,4.074,1
user_6367,premium,Canada,image_generation,gpt_like,web,4108,2.97,0.572,0.449,0.267,2,1948,4.904,0
user_27695,free,Canada,image_generation,vision_model,api,485,118.89,0.872,0.458,0.09,7,5501,3.895,1
user_20035,bot,USA,code_generation,code_llm,web,3863,41.61,0.012,0.345,0.306,12,7176,4.521,1
user_61523,free,UK,image_generation,code_llm,web,665,50.46,0.857,0.497,0.184,9,2979,3.179,1
user_49362,free,USA,image_generation,code_llm,web,1901,43.81,0.817,0.451,0.28,13,7044,5.009,1
user_48268,free,India,text_generation,vision_model,mobile,2083,112.98,0.305,0.98,0.211,27,7974,5.047,1
user_2242,free,Germany,text_generation,code_llm,web,3566,108.85,0.557,0.964,0.344,5,207,5.132,1
user_72592,free,Canada,text_generation,code_llm,web,3630,30.92,0.153,0.584,0.555,19,454,1.574,0
user_28289,bot,USA,text_generation,gpt_like,api,87,89.81,0.664,0.722,0.949,5,7476,6.866,1
user_73267,premium,USA,image_generation,gpt_like,web,4051,76.77,0.668,0.521,0.432,29,7385,2.662,1
user_57414,free,Germany,image_generation,code_llm,web,1764,1.47,0.412,0.005,0.824,28,4978,5.379,1
user_69610,free,Germany,code_generation,code_llm,api,3827,76.34,0.887,0.746,0.729,3,2857,2.607,1
user_71968,premium,UK,code_generation,vision_model,web,4093,109.23,0.999,0.053,0.808,20,1439,1.189,1
user_53402,free,Australia,image_generation,gpt_like,mobile,2750,106.2,0.598,0.629,0.91,14,3360,5.924,1
user_77688,premium,UK,text_generation,code_llm,web,1245,61.09,0.9,0.923,0.776,9,8834,3.565,1
user_36392,free,India,code_generation,code_llm,mobile,2672,119.53,0.014,0.264,0.502,26,2828,3.803,1
user_38132,free,Singapore,image_generation,gpt_like,api,2345,8.7,0.658,0.168,0.094,11,2652,1.001,0
user_67001,premium,UK,text_generation,gpt_like,mobile,2542,4.9,0.254,0.378,0.384,2,6005,3.043,0
user_67035,premium,Singapore,text_generation,gpt_like,api,1634,97.53,0.862,0.766,0.336,3,7143,0.797,1
user_68507,free,India,text_generation,code_llm,api,422,14.74,0.691,0.667,0.735,6,3110,5.869,1
user_26099,free,Canada,text_generation,vision_model,mobile,3597,132.55,0.978,0.432,0.892,2,2505,0.954,1
user_16115,internal,Canada,text_generation,code_llm,api,395,21.76,0.944,0.755,0.393,10,2756,6.485,1
user_4353,premium,Germany,text_generation,code_llm,api,3852,107.23,0.815,0.233,0.641,15,7206,2.562,1
user_75196,bot,USA,text_generation,gpt_like,mobile,179,34.73,0.105,0.594,0.148,14,354,2.155,0
user_37273,free,USA,image_generation,vision_model,mobile,125,85.08,0.448,0.681,0.791,4,7345,1.229,1
user_21720,premium,Germany,code_generation,code_llm,api,2982,90.09,0.265,0.265,0.014,8,4363,4.926,1
user_2290,free,USA,image_generation,vision_model,mobile,3756,74.0,0.531,0.49,0.729,23,3456,4.155,1
user_75696,free,Canada,text_generation,vision_model,api,3009,12.42,0.369,0.51,0.4,25,3504,5.747,0
user_44106,bot,India,text_generation,code_llm,web,3365,114.48,0.888,0.462,0.8,25,8363,4.686,1
user_25355,premium,UK,image_generation,vision_model,web,1626,59.94,0.419,0.84,0.469,1,1005,2.932,1
user_24024,premium,Australia,code_generation,vision_model,api,1093,105.49,0.582,0.298,0.743,21,4462,3.655,1
